Serial_No,car_name,car_price,car_driven,fuel_type,tranmiion,ownerhip,manufacture,engine,seat
4612,Fiat Linea T Jet Active,1.2,"81,350",Petrol,Manual,3rd Owner,2011,1998,5
4613,Volvo XC60 D5 ummum,15.56,"1,26,553 ",Dieel,Automatic,1t Owner,2013,999,7
4614,Nian Terrano XL Plu 85 P,4.16,"86,019",Dieel,Manual,2nd Owner,2014,1196,5
4615,Maruti wift VXI,5.68,"22,511",Petrol,Manual,1t Owner,2020,1199,7
4616,Hyundai Grand i10 CRDi portz,4.24,"61,893",Dieel,Manual,2nd Owner,2017,2499,5
4617,Maruti Ertiga ZDI,5.55,"1,14,892 ",Dieel,Manual,2nd Owner,2015,2143,5
4618,Hyundai Verna VTVT 1.6 X,7.71,"50,720",Petrol,Manual,1t Owner,2019,1248,5
4619,BMW 2 erie 220i M port,40,"18,000",Petrol,Automatic,1t Owner,2021,1199,7
4620,koda Kuhaq 1.0 TI tyle 6 Airbag AT,16.75,"16,000",Petrol,Automatic,1t Owner,2022,2179,5
4621,Maruti Eeco 5 eater AC 2020-2022,4.15,"80,000",Petrol,Manual,2nd Owner,2020,1396,5
4622,Honda WR-V i-VTEC VX,9,"17,000",Petrol,Manual,1t Owner,2019,1248,5
4623,Lexu NX 300h,42,"1,11,000 ",Petrol,Automatic,1t Owner,2018,1186,5
4624,Mercede-Benz M-Cla ML 250 CDI,28.5,"38,000",Dieel,Automatic,2nd Owner,2015,1498,5
4625,Maruti Ertiga HV VDI,7.71,"71,000",Dieel,Manual,1t Owner,2017,1197,5
4626,Honda Amaze V Petrol BIV,6,"36,500",Petrol,Manual,1t Owner,2017,1199,5
4627,Mahindra XUV500 W8 AWD,5.9,"77,000",Dieel,Manual,1t Owner,2013,1499,5
4628,Hyundai i20 1.4 Ata Option,7.11,"68,000",Dieel,Manual,1t Owner,2017,1172,5
4629,Maruti wift Dzire VDi,2.3,"1,10,000 ",Dieel,Manual,2nd Owner,2010,1968,5
4630,Hyundai Xcent 1.2 CRDi X,5.5,"65,000",Dieel,Manual,1t Owner,2018,995,5
4631,Honda BR-V i-DTEC V MT,7.5,"77,000",Dieel,Manual,2nd Owner,2017,1086,5
4632,Hyundai Grand i10 Ata Option,4.5,"60,000",Petrol,Manual,1t Owner,2015,1498,5
4633,Tata Tiago XTA AMT,6.1,"2,640",Petrol,Automatic,1t Owner,2002,1298,5
4634,Ford Fieta Petrol Titanium,2.3,"60,000",Petrol,Manual,3rd Owner,2011,1493,5
4635,Fiat Punto 1.2 Active,1.6,"80,000",Petrol,Manual,1t Owner,2014,1197,5
4636,koda Octavia 2.0 TDI AT tyle Plu,9.3,"1,20,000 ",Dieel,Automatic,3rd Owner,2016,1341,5
4637,Chevrolet park 1.0 LT,"56,000","80,000",Petrol,Manual,2nd Owner,2009,1497,5
4638,Hyundai antro Xing XE,1,"25,000",Petrol,Manual,1t Owner,2007,1353,5
4639,Honda Amaze X i-DTEC,3.2,"90,000",Dieel,Manual,2nd Owner,2014,1120,5
4640,Maruti wift 1.3 LXI,2.15,"30,130",Petrol,Manual,2nd Owner,2006,1248,7
4641,Hyundai Verna X Opt AT Dieel,15.5,"32,000",Dieel,Automatic,1t Owner,2021,1995,5
4642,Maruti wift VXI,6.75,"13,000",Petrol,Manual,1t Owner,2022,1199,5
4643,Hyundai Getz GL,1.1,"40,000",Petrol,Manual,2nd Owner,2005,799,5
4644,Hyundai Creta X Opt IVT,15.5,"20,000",Petrol,Automatic,1t Owner,2021,1298,5
4645,Kia elto GTX Plu DCT,16.51,"16,000",Petrol,Automatic,1t Owner,2021,2179,5
4646,Hyundai Grand i10 CRDi Magna,3.7,"60,000",Dieel,Manual,2nd Owner,2014,1461,5
4647,Maruti wift Dzire ZDi,2.5,"1,20,000 ",Dieel,Manual,3rd Owner,2010,1086,5
4648,BMW X1 Drive20d,7.4,"1,20,000 ",Dieel,Automatic,2nd Owner,2012,1193,5
4649,koda Fabia 1.2L Dieel Elegance,2.1,"70,000",Dieel,Manual,2nd Owner,2012,1196,5
4650,Datun RediGO T Option,1.8,"40,000",Petrol,Manual,1t Owner,2017,1495,5
4651,Maruti wift Dzire VXi,3,"1,20,000 ",Petrol,Manual,2nd Owner,2010,1498,7
4652,Tata Hexa XTA,10.51,"90,000",Dieel,Automatic,1t Owner,2017,1598,5
4653,Nian Micra Dieel XV,1.95,"90,000",Dieel,Manual,1t Owner,2011,1198,5
4654,Hyundai antro Xing XG AT eRLX Euro II,1,"1,10,000 ",Petrol,Automatic,3rd Owner,2006,1197,5
4655,Tata Zet Revotron 1.2T XM,2.8,"1,10,000 ",Petrol,Manual,2nd Owner,2015,1586,7
4656,Maruti Eeco 5 eater tandard BIV,2.25,"89,511",Petrol,Manual,1t Owner,2011,1493,4
4657,Hyundai Aent Executive CNG,1.5,"1,20,000 ",Cng,Manual,2nd Owner,2012,1248,5
4658,koda Rapid 1.5 TDI AT tyle Plu,6,"70,000",Dieel,Automatic,2nd Owner,2016,1197,5
4659,koda Rapid 1.6 MPI AT Elegance Black Package,3.9,"90,000",Petrol,Automatic,2nd Owner,2014,1086,5
4660,Honda Brio EX MT,3,"50,000",Petrol,Manual,1t Owner,2013,1248,5
4661,Maruti Ritz LXI,1.6,"1,32,000 ",Petrol,Manual,2nd Owner,2011,624,5
4662,Maruti X4 Vxi BIII,1.75,"80,000",Petrol,Manual,3rd Owner,2008,1198,5
4663,Mahindra Bolero Neo N10,10.2,"30,000",Dieel,Manual,1t Owner,2021,796,5
4664,Maruti wift R VDI,4,"1,00,000 ",Dieel,Manual,1t Owner,2014,1461,5
4665,Hyundai Grand i10 1.2 Kappa Magna BIV,5.35,"15,000",Petrol,Manual,1t Owner,2019,1798,5
4666,Hyundai antro Xing GL Plu,2.2,"1,20,000 ",Petrol,Manual,2nd Owner,2015,1582,5
4667,Maruti Ertiga VDI,4,"1,20,000 ",Dieel,Manual,3rd Owner,2013,1493,5
4668,Tata Nano Lx,"35,000","50,000",Petrol,Manual,2nd Owner,2011,1390,5
4669,Honda Amaze X i-VTEC,4.4,"70,000",Petrol,Manual,2nd Owner,2014,2354,5
4670,Maruti Alto 800 LXI,2.6,"35,000",Petrol,Manual,1t Owner,2016,1598,5
4671,Nian Terrano XL Plu 85 P,5,"70,000",Dieel,Manual,1t Owner,2015,1590,5
4672,koda uperb 1.8 TI,2.5,"80,000",Petrol,Automatic,1t Owner,2009,1995,5
4673,Hyundai Creta 1.6 CRDi X Option,9,"1,20,000 ",Dieel,Manual,1t Owner,2016,1197,5
4674,Hyundai Verna CRDi,1.9,"1,00,000 ",Dieel,Manual,2nd Owner,2008,1590,5
4675,Mahindra Renault Logan 1.4 GLX,1,"90,000",Petrol,Manual,3rd Owner,2008,1582,5
4676,Honda Aord 2.4 A/T,5.1,"1,00,000 ",Petrol,Automatic,1t Owner,2012,814,5
4677,Volkwagen Vento Dieel Comfortline,1.9,"1,10,000 ",Dieel,Manual,3rd Owner,2011,936,5
4678,Maruti Baleno LXI - BIII,1.3,"90,000",Petrol,Manual,2nd Owner,2006,1196,5
4679,BMW X1 Drive 20d xLine,21,"50,000",Dieel,Automatic,3rd Owner,2016,1248,5
4680,Hyundai Grand i10 Magna,3.55,"90,000",Petrol,Manual,2nd Owner,2017,998,7
4681,Maruti Baleno LXI,1.3,"90,000",Petrol,Manual,2nd Owner,2006,1582,5
4682,Hyundai Verna 1.6 X CRDI (O) AT,5.49,"88,777",Dieel,Automatic,2nd Owner,2015,1461,5
4683,Hyundai EON portz,1.83,"65,239",Petrol,Manual,2nd Owner,2012,1248,5
4684,Chevrolet Beat Dieel L,1.52,"88,741",Dieel,Manual,2nd Owner,2014,1497,5
4685,Maruti Eeco 5 eater AC BIV,3.15,"58,017",Petrol,Manual,1t Owner,2016,2179,5
4686,Maruti Ciaz VDi Plu HV,5.14,"70,076",Dieel,Manual,3rd Owner,2016,995,5
4687,Maruti Alto K10 VXI,3.36,"55,202",Petrol,Manual,1t Owner,2018,1196,7
4688,Hyundai Verna 1.6 CRDi EX MT,3.44,"99,681",Dieel,Manual,2nd Owner,2012,999,5
4689,Renault Duter 110P Dieel RxZ,3.96,"88,189",Dieel,Manual,2nd Owner,2013,1248,5
4690,Tata Indica Quadrajet L,"84,602","2,73,257 ",Dieel,Manual,4th Owner,2011,1086,5
4691,Honda City i VTEC V,5.09,"1,04,062 ",Petrol,Manual,2nd Owner,2014,1199,5
4692,Mahindra XUV500 W8 2WD,5.81,"1,03,448 ",Dieel,Manual,2nd Owner,2014,2179,5
4693,Chevrolet park 1.0 L,1.34,"73,672",Petrol,Manual,2nd Owner,2013,1497,5
4694,Maruti Eeco 5 eater AC BIV,3.15,"93,009",Petrol,Manual,1t Owner,2017,1498,5
4695,Renault Kiger RXT,7.49,"13,244",Petrol,Manual,1t Owner,2021,999,5
4696,Maruti wift Dzire VDi,2.33,"1,28,999 ",Dieel,Manual,2nd Owner,2010,1598,5
4697,Hyundai i10 Magna 1.1,1.65,"75,722",Petrol,Manual,3rd Owner,2010,1496,5
4698,Honda Jazz VX CVT,6.23,"94,834",Petrol,Automatic,1t Owner,2018,1499,5
4699,Mahindra XUV500 AT W10 FWD,9.91,"93,453",Dieel,Automatic,2nd Owner,2017,1582,5
4700,Honda City i-VTEC VX,9.21,"26,352",Petrol,Manual,1t Owner,2018,1197,5
4701,Volkwagen Vento 1.5 TDI Highline AT,4.92,"80,746",Dieel,Automatic,3rd Owner,2016,1497,5
4702,Nian Magnite XL,5.27,"5,973",Petrol,Manual,1t Owner,2021,1199,5
4703,Volkwagen Vento Dieel Highline,2.27,"1,18,137 ",Dieel,Manual,3rd Owner,2011,1498,5
4704,Toyota Etio G,2.68,"85,560",Petrol,Manual,1t Owner,2011,1497,7
4705,Ford Figo 1.5P Titanium AT,4.11,"69,693",Petrol,Automatic,2nd Owner,2016,1197,5
4706,Hyundai Creta 1.6 CRDi X Option,8.14,"91,879",Dieel,Manual,2nd Owner,2016,1197,5
4707,Hyundai i20 portz Petrol,2.02,"1,25,403 ",Petrol,Manual,3rd Owner,2010,1497,5
4708,Honda City i VTEC VX,6.38,"71,434",Petrol,Manual,1t Owner,2016,1582,5
4709,Tata Tiago 1.2 Revotron XZ,3.52,"52,328",Petrol,Manual,2nd Owner,2016,2179,5
4710,Honda Amaze  i-Dtech,3.71,"65,027",Dieel,Manual,2nd Owner,2014,1199,5
4711,Tata Altroz XE Dieel,7.07,"4,553",Dieel,Manual,1t Owner,2022,1598,5
4712,Hyundai Grand i10 portz,3.85,"50,185",Petrol,Manual,1t Owner,2015,1497,5
4713,Hyundai i20 Petrol CVT Ata,6.82,"48,953",Petrol,Automatic,2nd Owner,2018,1197,5
4714,Honda City 1.5  MT,3.26,"1,61,875 ",Petrol,Manual,1t Owner,2011,1498,5
4715,Hyundai Creta 1.6 CRDi X,8.29,"1,01,585 ",Dieel,Manual,1t Owner,2016,1396,5
4716,Mahindra corpio 5,12.36,"27,924",Dieel,Manual,1t Owner,2020,1950,5
4717,Volkwagen Polo Dieel Comfortline 1.2L,2.79,"77,863",Dieel,Manual,2nd Owner,2013,1498,5
4718,koda Rapid 1.6 TDI Ambition,2.75,"1,40,141 ",Dieel,Manual,1t Owner,2012,796,7
4719,Honda City 1.5  MT,2.89,"1,16,442 ",Petrol,Manual,1t Owner,2009,1197,5
4720,Hyundai i20 Magna 1.2,4.31,"46,329",Petrol,Manual,1t Owner,2015,1197,5
4721,koda Rapid 1.5 TDI Elegance,4.35,"97,702",Dieel,Manual,2nd Owner,2015,1197,5
4722,Hyundai i20 portz 1.4 CRDi,3.88,"84,533",Dieel,Manual,2nd Owner,2015,1197,5
4723,Mercede-Benz E-Cla Excluive E 220 d BIV,40.98,"1,15,372 ",Dieel,Automatic,1t Owner,2018,1248,5
4724,Volkwagen Vento 1.5 TDI Highline AT,5.51,"79,715",Dieel,Automatic,2nd Owner,2016,1598,7
4725,Maruti Alto 800 LXI,1.46,"2,69,930 ",Petrol,Manual,1t Owner,2014,814,5
4726,Hyundai i10 Magna,2.57,"84,561",Petrol,Manual,2nd Owner,2013,1199,5
4727,Maruti wift Dzire VXI,3.98,"94,479",Petrol,Manual,2nd Owner,2015,1248,5
4728,Hyundai i20 portz 1.2,3.71,"65,723",Petrol,Manual,1t Owner,2014,1599,5
4729,Hyundai i20 1.2 Ata Option,5.88,"1,20,707 ",Petrol,Manual,1t Owner,2018,1248,5
4730,Maruti Ertiga HV VDI,6.27,"95,873",Dieel,Manual,2nd Owner,2016,1197,5
4731,Volkwagen Vento Dieel Highline,2.31,"98,439",Dieel,Manual,3rd Owner,2011,1086,5
4732,Hyundai EON Magna Optional,1.6,"80,310",Petrol,Manual,1t Owner,2011,1248,5
4733,Volkwagen Polo 1.2 MPI Comfortline,4.54,"23,677",Petrol,Manual,1t Owner,2016,1197,5
4734,Maruti wift Dzire VDI,5.28,"1,36,782 ",Dieel,Manual,1t Owner,2017,1196,5
4735,Hyundai Verna Tranform Xi,2.8,"76,491",Petrol,Manual,1t Owner,2010,1197,5
4736,Maruti Ertiga HV ZDI Plu,7.75,"45,991",Dieel,Manual,1t Owner,2017,1197,5
4737,Hyundai Grand i10 1.2 Kappa Magna BIV,4.96,"13,481",Petrol,Manual,1t Owner,2019,998,5
4738,Hyundai antro Xing GL,1.28,"77,414",Petrol,Manual,3rd Owner,2009,1186,7
4739,Maruti wift Dzire VDI,4.2,"48,182",Dieel,Manual,1t Owner,2014,1248,5
4740,Hyundai i10 Magna 1.2,1.99,"42,262",Petrol,Manual,1t Owner,2010,998,5
4741,Maruti Eeco 5 eater AC BIV,1.93,"1,26,761 ",Petrol,Manual,2nd Owner,2013,1498,5
4742,Maruti wift Dzire VXI,3.18,"84,080",Petrol,Manual,2nd Owner,2013,1120,5
4743,Hyundai i10 portz,2.17,"55,961",Petrol,Manual,3rd Owner,2011,1997,5
4744,Maruti Wagon R VXI,5,"46,567",Petrol,Manual,1t Owner,2020,1197,5
4745,Hyundai Xcent 1.2 CRDi X,6.25,"42,000",Dieel,Manual,1t Owner,2018,0,5
4746,Maruti Ciaz ZDi,6.11,"79,000",Dieel,Manual,1t Owner,2015,1461,7
4747,Maruti Wagon R LXI B IV,3.11,"1,14,478 ",Petrol,Manual,1t Owner,2017,1422,5
4748,Honda WR-V i-DTEC VX,7.13,"1,04,931 ",Dieel,Manual,1t Owner,2018,1197,5
4749,Hyundai Grand i10 CRDi Magna,3.68,"63,467",Dieel,Manual,1t Owner,2015,1498,5
4750,Mahindra corpio 1.99 10,10,"75,000",Dieel,Manual,2nd Owner,2016,1197,5
4751,Hyundai i20 Ata Option CVT,8.2,"30,000",Petrol,Automatic,1t Owner,2020,2179,5
4752,Tata Nexon EV Prime XZ Plu Dark Edition,13.39,"8,397",Electric,Automatic,1t Owner,2022,1186,5
4753,Renault Duter 85P Dieel RxL Optional,4.07,"1,37,286 ",Dieel,Manual,1t Owner,2014,1499,5
4754,koda Fabia 1.4 TDI Ambiente,1.16,"1,05,768 ",Dieel,Manual,3rd Owner,2010,1120,5
4755,Hyundai i20 portz Plu,6.75,"48,000",Petrol,Manual,1t Owner,2019,1498,5
4756,Volkwagen Vento 1.5 TDI Highline AT,8.5,"74,088",Dieel,Automatic,1t Owner,2016,1598,5
4757,Maruti Eeco 5 eater AC,5.35,"38,000",Petrol,Manual,1t Owner,2019,1497,5
4758,Mahindra XUV500 W10 2WD,8.5,"66,000",Dieel,Manual,1t Owner,2015,1498,5
4759,Hyundai Grand i10 1.2 CRDi portz,4.95,"52,000",Dieel,Manual,1t Owner,2018,1196,5
4760,Ford Apire Titanium Plu Dieel,4.5,"54,000",Dieel,Manual,1t Owner,2015,1197,5
4761,Hyundai Grand i10 CRDi Magna,4.5,"54,000",Dieel,Manual,1t Owner,2016,998,5
4762,Volkwagen Vento 1.5 TDI Highline Plu,8.75,"55,000",Dieel,Manual,1t Owner,2017,1461,5
4763,Volkwagen Vento Dieel Highline,4.95,"68,000",Dieel,Manual,1t Owner,2014,2354,5
4764,Ford Ecoport 1.5 Petrol Ambiente BIV,5.73,"26,339",Petrol,Manual,3rd Owner,2018,1248,8
4765,Ford Ecoport port Dieel,10.93,"50,044",Dieel,Manual,1t Owner,2021,1197,5
4766,Maruti Eeco 5 eater AC BIV,2.56,"99,569",Petrol,Manual,3rd Owner,2016,1197,5
4767,Hyundai i20 portz Petrol,2.4,"77,537",Petrol,Manual,2nd Owner,2010,995,5
4768,Maruti Wagon R LXI B IV,2.39,"55,026",Petrol,Manual,1t Owner,2013,998,7
4769,Renault Pule RxL,2.99,"73,081",Dieel,Manual,1t Owner,2014,2494,5
4770,Honda Aord 2.4 AT,3.05,"1,23,149 ",Petrol,Automatic,2nd Owner,2010,1061,5
4771,Maruti wift Dzire VDI,4.69,"81,759",Dieel,Manual,1t Owner,2015,796,5
4772,Maruti wift LXI BIV,3.64,"58,766",Petrol,Manual,1t Owner,2015,1248,5
4773,Maruti wift Dzire VXI,3.61,"74,886",Petrol,Manual,1t Owner,2014,1497,5
4774,Chevrolet park 1.0 LT,"73,784","74,008",Petrol,Manual,4th Owner,2008,1198,7
4775,Maruti Wagon R VXI,6.4,"3,809",Petrol,Manual,1t Owner,2022,1197,5
4776,Toyota Innova 2.5 GX (Dieel) 8 eater,8.25,"1,37,000 ",Dieel,Manual,2nd Owner,2015,1197,5
4777,Maruti Zen Etilo 1.1 LXI BIII,1.05,"1,04,817 ",Petrol,Manual,2nd Owner,2009,1120,5
4778,Maruti Alto 800 LXI,3.45,"10,666",Petrol,Manual,1t Owner,2020,1373,5
4779,Maruti wift VDI,3.8,"74,124",Dieel,Manual,2nd Owner,2013,1956,5
4780,Mahindra Marazzo M8,8.97,"92,167",Dieel,Manual,2nd Owner,2018,1199,5
4781,Honda Brio 1.2  MT,4.11,"32,111",Petrol,Manual,1t Owner,2017,1248,5
4782,Hyundai i10 portz,1.85,"1,11,986 ",Petrol,Manual,1t Owner,2010,1497,5
4783,Maruti Ritz VXI,1.85,"89,451",Petrol,Manual,4th Owner,2010,1995,5
4784,Hyundai Xcent 1.1 CRDi X Option,3.65,"82,990",Dieel,Manual,1t Owner,2014,1497,5
4785,Maruti Ciaz ZXi,5.11,"88,621",Petrol,Manual,1t Owner,2014,1396,5
4786,Tata New afari XZA Plu AT,20.23,"13,690",Dieel,Automatic,1t Owner,2022,1995,6
4787,Honda Amaze  Petrol,6.62,"15,712",Petrol,Manual,1t Owner,2020,1968,7
4788,Maruti Vitara Brezza ZDi,7.9,"72,500",Dieel,Manual,1t Owner,2017,1047,5
4789,Mahindra XUV300 W8 Option Dieel BIV,10.25,"82,000",Dieel,Manual,1t Owner,2019,1196,5
4790,Renault Koleo 4X4 MT,6.2,"1,20,000 ",Dieel,Manual,1t Owner,2016,1396,5
4791,Honda City EXi,2.9,"1,20,000 ",Petrol,Manual,2nd Owner,2008,1462,5
4792,Hyundai i20 Ata Option Dieel,6.9,"65,000",Dieel,Manual,1t Owner,2017,1498,5
4793,BMW X1 Drive20d Expedition,32,"18,000",Dieel,Automatic,1t Owner,2020,1197,7
4794,Volkwagen Tiguan 2.0 TDI Highline,21,"56,500",Dieel,Automatic,1t Owner,2018,1598,5
4795,Tata Tiago 1.05 Revotorq XZ,3.65,"80,381",Dieel,Manual,2nd Owner,2017,1461,5
4796,Maruti Eeco 5 eater AC BIV,2.42,"78,220",Petrol,Manual,3rd Owner,2014,1047,7
4797,Hyundai i20 Magna Plu Dieel,6.46,"91,412",Dieel,Manual,1t Owner,2019,1198,5
4798,Maruti XL6 Alpha,7.93,"97,295",Petrol,Manual,1t Owner,2019,2157,5
4799,Honda Mobilio  i-DTEC,5.9,"58,300",Dieel,Manual,1t Owner,2016,999,5
4800,Maruti wift Dzire VXI 1.2,5.26,"68,031",Petrol,Manual,2nd Owner,2017,799,5
4801,koda Rapid 1.6 TDI Ambition,2.76,"94,405",Dieel,Manual,3rd Owner,2012,2982,6
4802,Renault Duter 85P Dieel Rx,6.75,"58,200",Dieel,Manual,1t Owner,2017,1498,5
4803,Tata Tigor 1.05 Revotorq XT,5.25,"58,000",Dieel,Manual,1t Owner,2018,1198,5
4804,Mahindra KUV 100 NXT D75 K8 5tr,4.65,"62,000",Dieel,Manual,1t Owner,2018,1498,5
4805,Mahindra Altura G4 4X4 AT,25.25,"99,000",Dieel,Automatic,1t Owner,2020,1497,5
4806,Renault KWID 1.0 RXT Optional,3.44,"32,875",Petrol,Manual,1t Owner,2018,1198,5
4807,Renault KWID RXT,2.64,"31,951",Petrol,Manual,2nd Owner,2016,1197,5
4808,Toyota Fortuner 4x2 Manual,15.21,"74,300",Dieel,Manual,1t Owner,2014,1198,5
4809,koda Rapid 1.5 TDI tyle Plu,6.9,"91,100",Dieel,Manual,1t Owner,2016,1498,5
4810,Tata Nexon 1.2 Revotron XM,6.51,"15,601",Petrol,Manual,1t Owner,2018,1968,7
4811,Volkwagen Polo 1.5 TDI Highline,4.95,"64,300",Dieel,Manual,1t Owner,2015,796,5
4812,Honda City i VTEC CVT VX,7.5,"89,772",Petrol,Automatic,1t Owner,2016,1197,5
4813,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,3.84,"66,078",Dieel,Manual,1t Owner,2017,814,5
4814,Hyundai i20 Ata 1.2,4.35,"75,317",Petrol,Manual,2nd Owner,2014,1498,5
4815,koda Fabia 1.2 MPI Elegance,1.78,"73,263",Petrol,Manual,2nd Owner,2011,2199,5
4816,Honda City i DTEC V,4.45,"1,21,816 ",Dieel,Manual,1t Owner,2014,1248,5
4817,Volkwagen Tiguan 2.0 TDI Highline,22.25,"1,04,000 ",Dieel,Automatic,1t Owner,2017,999,5
4818,Maruti Alto 800 LXI,2.27,"45,877",Petrol,Manual,1t Owner,2016,1461,5
4819,Maruti wift VXI,4.94,"38,922",Petrol,Manual,1t Owner,2018,1197,5
4820,Hyundai EON Era Plu,2.43,"51,612",Petrol,Manual,1t Owner,2015,998,5
4821,Volkwagen Vento 1.5 TDI Comfortline AT,4.72,"1,01,695 ",Dieel,Automatic,3rd Owner,2015,1197,5
4822,Hyundai anta Fe 2WD AT,10.52,"94,786",Dieel,Automatic,2nd Owner,2015,1186,5
4823,Maruti wift VDI BIV,2.14,"2,30,510 ",Dieel,Manual,1t Owner,2011,1582,5
4824,Nian Magnite XV Premium,8.49,"10,905",Petrol,Manual,1t Owner,2021,1198,5
4825,Renault cala Dieel RxL,2.97,"71,336",Dieel,Manual,2nd Owner,2014,1199,5
4826,Maruti wift VXI,5.82,"6,356",Petrol,Manual,1t Owner,2021,1248,5
4827,Maruti Wagon R LXI B IV,2.72,"77,065",Petrol,Manual,1t Owner,2014,1197,5
4828,Hyundai i10 portz 1.2 AT,1.84,"54,885",Petrol,Automatic,3rd Owner,2009,1197,5
4829,Hyundai Grand i10 1.2 CRDi portz Option,4.29,"82,621",Dieel,Manual,1t Owner,2018,1591,5
4830,Hyundai Creta 1.6 CRDi X,11.09,"46,095",Dieel,Manual,1t Owner,2019,998,8
4831,Honda Brio  MT,3.22,"45,162",Petrol,Manual,1t Owner,2015,1956,6
4832,Tata Tiago 1.2 Revotron XT,4.24,"26,680",Petrol,Manual,1t Owner,2018,1498,5
4833,Maruti wift Vdi BIII,1.52,"1,50,112 ",Dieel,Manual,5th Owner,2009,1197,5
4834,Hyundai Grand i10 1.2 Kappa portz Dual Tone,5.1,"58,386",Petrol,Manual,2nd Owner,2019,998,5
4835,Maruti wift Dzire VXI,2.86,"75,963",Petrol,Manual,3rd Owner,2012,2494,5
4836,Hyundai Creta 1.6 X Automatic,12.63,"25,099",Petrol,Automatic,1t Owner,2019,1198,5
4837,Maruti Celerio VXI,3.1,"42,101",Petrol,Manual,1t Owner,2015,1984,5
4838,Tata Harrier XZ Dual Tone,10.89,"23,129",Dieel,Manual,1t Owner,2021,998,5
4839,Honda Amaze VX i-DTEC,4.75,"62,000",Dieel,Manual,1t Owner,2015,1248,5
4840,Maruti wift Dzire VXI,4.2,"67,715",Petrol,Manual,1t Owner,2015,1497,5
4841,Maruti Wagon R VXI,1,"59,726",Petrol,Manual,1t Owner,2002,1248,5
4842,Toyota Innova 2.5 GX (Dieel) 8 eater,7.6,"1,68,292 ",Dieel,Manual,2nd Owner,2015,1498,5
4843,Mahindra KUV 100 NXT G80 K2,3.3,"84,825",Petrol,Manual,1t Owner,2018,999,5
4844,koda uperb LK 2.0 TDI AT,17.55,"1,40,785 ",Dieel,Automatic,1t Owner,2017,1582,5
4845,Maruti Wagon R VXI B IV,2.16,"28,037",Petrol,Manual,1t Owner,2012,1956,5
4846,Maruti wift VDI,2.86,"80,789",Dieel,Manual,3rd Owner,2012,998,5
4847,Hyundai Creta ,12.9,"16,968",Petrol,Manual,1t Owner,2020,1497,5
4848,Maruti wift Dzire AMT ZDI,5.94,"23,338",Dieel,Automatic,1t Owner,2016,1498,5
4849,Ford Ecoport 1.5 DV5 MT Titanium,4.14,"88,993",Dieel,Manual,2nd Owner,2013,1199,5
4850,Renault KWID 1.0 RXT Optional,3.75,"58,342",Petrol,Manual,1t Owner,2018,1582,7
4851,Hyundai Verna CRDi 1.6 AT X Plu,9.8,"57,000",Dieel,Automatic,1t Owner,2018,1197,5
4852,Tata Harrier XZ,13.9,"66,000",Dieel,Manual,1t Owner,2019,995,7
4853,Maruti Celerio VXI AT,3.75,"58,213",Petrol,Automatic,1t Owner,2014,1086,5
4854,Honda City 1.5 V MT,2.76,"1,29,760 ",Petrol,Manual,2nd Owner,2009,1396,5
4855,Honda City i-DTEC ZX,10.25,"48,100",Dieel,Manual,1t Owner,2018,1498,5
4856,Tata Tiago 1.2 Revotron XZ,3.84,"48,554",Petrol,Manual,1t Owner,2016,1968,5
4857,Hyundai Creta 1.6 CRDi X Option,10.58,"19,787",Dieel,Manual,1t Owner,2017,2179,5
4858,Hyundai Grand i10 portz,4.49,"39,910",Petrol,Manual,1t Owner,2017,1462,5
4859,Chevrolet park 1.0 LT,"73,784","63,342",Petrol,Manual,1t Owner,2009,1197,5
4860,Hyundai i10 Era,2.9,"89,000",Petrol,Manual,1t Owner,2011,1248,7
4861,Hyundai i20 Magna 1.4 CRDi (Dieel),3.4,"89,201",Dieel,Manual,2nd Owner,2013,1968,5
4862,Honda Mobilio  i-DTEC,4.23,"1,30,151 ",Dieel,Manual,1t Owner,2015,1298,5
4863,koda Octavia Elegance 2.0 TDI AT,5.78,"1,79,308 ",Dieel,Automatic,2nd Owner,2013,1495,5
4864,Tata Hexa XT,10.5,"58,000",Dieel,Manual,1t Owner,2018,1461,5
4865,Maruti Ciaz Alpha Automatic BIV,9.03,"24,311",Petrol,Automatic,1t Owner,2019,2179,5
4866,Toyota Etio Liva G,3.36,"81,899",Petrol,Manual,1t Owner,2014,814,7
4867,Maruti Vitara Brezza VDi Option,6.68,"45,795",Dieel,Manual,1t Owner,2017,1248,8
4868,koda New Laura Ambiente 2.0 TDI CR MT,3.41,"95,884",Dieel,Manual,2nd Owner,2013,1248,5
4869,Maruti wift 1.3 VXi,1.47,"89,657",Petrol,Manual,1t Owner,2008,1199,6
4870,Hyundai Aent GLE,1.35,"1,16,416 ",Petrol,Manual,3rd Owner,2010,1197,5
4871,Renault Duter 85P Dieel RxL Optional,3.14,"90,198",Dieel,Manual,2nd Owner,2012,1498,5
4872,Mahindra XUV500 W6 2WD,7.73,"73,230",Dieel,Manual,1t Owner,2016,2494,5
4873,Hyundai EON Era,1.38,"1,34,279 ",Petrol,Manual,1t Owner,2011,1956,5
4874,Maruti Ciaz ZDi Plu HV,5.88,"64,933",Dieel,Manual,2nd Owner,2015,1451,5
4875,Maruti Ciaz VDi Plu HV,5.06,"81,114",Dieel,Manual,4th Owner,2016,1198,5
